Matricula;Idade;Sexo;Escolaridade;Cargo;Anos_experiencia;Salario
806208;30;M;2º Grau Completo;Aux. Operacional - UPA;0;1773.79
806253;54;F;2º Grau Completo;Aux. Operacional - UPA;0;1773.79
568849;46;M;Superior Completo;Aux. Operacional - UPA;5;2015.85
806563;24;M;Superior Completo;Aux. Operacional - UPA;0;1773.79
523241;57;M;4ª Série Incompleta;Aux. Operacional - Unidades;15;2127.17
528327;59;M;4ª Série Incompleta;Aux. Operacional - Unidades;13;2244.62
535655;43;M;4ª Série Incompleta;Aux. Operacional - Unidades;12;2074.12
555872;52;M;4ª Série Incompleta;Aux. Operacional - Unidades;8;2243.37
540423;44;M;4ª Série Incompleta;Aux. Operacional - Unidades;11;2499.36
557647;62;M;4ª Série Incompleta;Aux. Operacional - Unidades;7;2074.12
564676;64;M;4ª Série Incompleta;Aux. Operacional - Unidades;6;2074.12
558281;64;M;4ª Série Incompleta;Aux. Operacional - Unidades;7;2244.62
558286;54;M;4ª Série Incompleta;Aux. Operacional - Unidades;7;2243.37
557406;45;M;4ª Série Incompleta;Aux. Operacional - Unidades;7;2074.12
576187;53;M;4ª Série Incompleta;Aux. Operacional - Unidades;3;2074.12
590488;57;M;4ª Série Incompleta;Aux. Operacional - Unidades;2;2074.12
579627;48;M;4ª Série Incompleta;Aux. Operacional - Unidades;2;2074.12
579628;29;M;4ª Série Incompleta;Aux. Operacional - Unidades;2;2074.12
586607;50;M;4ª Série Incompleta;Aux. Operacional - Unidades;2;2243.37
592169;31;M;4ª Série Incompleta;Aux. Operacional - Unidades;1;2015.85
595319;45;M;4ª Série Incompleta;Aux. Operacional - Unidades;1;2074.12
592323;46;M;4ª Série Incompleta;Aux. Operacional - Unidades;1;2157.1
802244;40;M;4ª Série Incompleta;Aux. Operacional - Unidades;0;2074.12
804494;22;M;4ª Série Incompleta;Aux. Operacional - Unidades;0;2074.12
804380;56;M;4ª Série Incompleta;Aux. Operacional - Unidades;0;2074.12
800663;60;M;4ª Série Incompleta;Aux. Operacional - Unidades;0;2074.12
800664;28;M;4ª Série Incompleta;Aux. Operacional - Unidades;0;2074.12
599274;23;M;4ª Série Incompleta;Aux. Operacional - Unidades;1;2074.12
800003;45;M;4ª Série Incompleta;Aux. Operacional - Unidades;1;2074.12
800427;37;M;4ª Série Incompleta;Aux. Operacional - Unidades;1;2074.12
515769;57;M;4ª Série Completa;Aux. Operacional - Unidades;18;2074.12
506302;62;M;4ª Série Completa;Aux. Operacional - Unidades;28;2074.12
500286;67;M;4ª Série Completa;Aux. Operacional - Unidades;41;2074.12
557648;42;M;4ª Série Completa;Aux. Operacional - Unidades;7;2074.12
579630;33;M;4ª Série Completa;Aux. Operacional - Unidades;2;2074.12
804643;60;M;4ª Série Completa;Aux. Operacional - Unidades;0;2074.12
576139;33;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;3;2074.12
526691;57;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;14;2127.17
547509;33;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;9;2368.57
562508;60;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;7;2074.12
567657;28;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;5;2074.12
566810;61;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;6;2243.37
572322;29;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;4;2074.12
594566;29;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;1;2074.12
587281;31;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;2;2243.37
805620;27;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;0;2074.12
594923;31;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;1;2074.12
801709;27;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;0;2074.12
598562;28;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;1;2074.12
598561;24;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;1;2074.12
806002;29;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;0;2074.12
806824;29;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;0;2074.12
800385;37;M;5ª a 8ª Série Incompleta;Aux. Operacional - Unidades;1;2074.12
800426;52;M;1º Grau Completo;Aux. Operacional - Unidades;1;2074.12
800079;21;M;1º Grau Completo;Aux. Operacional - Unidades;1;2074.12
599268;49;M;1º Grau Completo;Aux. Operacional - Unidades;1;2074.12
598355;37;M;1º Grau Completo;Aux. Operacional - Unidades;1;2074.12
803984;19;M;1º Grau Completo;Aux. Operacional - Unidades;0;2074.12
805539;27;M;1º Grau Completo;Aux. Operacional - Unidades;0;2074.12
804614;20;M;1º Grau Completo;Aux. Operacional - Unidades;0;2074.12
805627;30;M;1º Grau Completo;Aux. Operacional - Unidades;0;2074.12
580005;32;M;1º Grau Completo;Aux. Operacional - Unidades;2;1773.79
585936;50;M;1º Grau Completo;Aux. Operacional - Unidades;2;2243.37
516430;59;M;1º Grau Completo;Aux. Operacional - Unidades;18;2433.1
533848;62;M;2º Grau Incompleto;Aux. Operacional - Unidades;12;2127.17
573727;43;M;2º Grau Incompleto;Aux. Operacional - Unidades;4;2074.12
596797;23;M;2º Grau Incompleto;Aux. Operacional - Unidades;1;2074.12
805748;37;M;2º Grau Incompleto;Aux. Operacional - Unidades;0;2074.12
800665;28;M;2º Grau Incompleto;Aux. Operacional - Unidades;0;2074.12
800596;26;M;2º Grau Incompleto;Aux. Operacional - Unidades;0;2074.12
500904;65;M;2º Grau Completo;Aux. Operacional - Unidades;38;2187.6
530419;45;M;2º Grau Completo;Aux. Operacional - Unidades;13;2074.12
547434;31;M;2º Grau Completo;Aux. Operacional - Unidades;9;2074.12
566809;31;M;2º Grau Completo;Aux. Operacional - Unidades;6;2244.62
570129;40;M;2º Grau Completo;Aux. Operacional - Unidades;5;2243.37
578793;29;M;2º Grau Completo;Aux. Operacional - Unidades;3;1911.51
588486;24;M;2º Grau Completo;Aux. Operacional - Unidades;2;2074.12
589994;20;M;2º Grau Completo;Aux. Operacional - Unidades;2;1878.3
579629;24;M;2º Grau Completo;Aux. Operacional - Unidades;2;2074.12
579652;43;M;2º Grau Completo;Aux. Operacional - Unidades;2;2333.11
594563;30;M;2º Grau Completo;Aux. Operacional - Unidades;1;2074.12
590564;29;M;2º Grau Completo;Aux. Operacional - Unidades;2;2074.12
594377;22;M;2º Grau Completo;Aux. Operacional - Unidades;1;2074.12
594957;35;M;2º Grau Completo;Aux. Operacional - Unidades;1;2074.12
595265;20;M;2º Grau Completo;Aux. Operacional - Unidades;1;1921.34
804991;29;M;2º Grau Completo;Aux. Operacional - Unidades;0;2074.12
805515;26;M;2º Grau Completo;Aux. Operacional - Unidades;0;2074.12
804278;24;M;2º Grau Completo;Aux. Operacional - Unidades;0;2074.12
805236;21;M;2º Grau Completo;Aux. Operacional - Unidades;0;1835.05
803930;23;M;2º Grau Completo;Aux. Operacional - Unidades;0;2074.12
805749;28;M;2º Grau Completo;Aux. Operacional - Unidades;0;2074.12
803974;53;M;2º Grau Completo;Aux. Operacional - Unidades;0;2074.12
804389;33;M;2º Grau Completo;Aux. Operacional - Unidades;0;2074.12
800001;20;M;2º Grau Completo;Aux. Operacional - Unidades;1;2074.12
800002;34;M;2º Grau Completo;Aux. Operacional - Unidades;1;2074.12
806056;29;M;2º Grau Completo;Aux. Operacional - Unidades;0;2074.12
806556;27;M;2º Grau Completo;Aux. Operacional - Unidades;0;2074.12
806061;33;M;Superior Incompleto;Aux. Operacional - Unidades;0;2074.12
802512;19;M;Superior Incompleto;Aux. Operacional - Unidades;0;2074.12
800368;19;F;2º Grau Completo;Aux. de Laboratório;1;1835.05
801722;23;F;Técnico;Aux. de Laboratório;0;1835.05
804326;31;M;5ª a 8ª Série Incompleta;Aux. de Manutenção;0;2214.21
559016;32;M;1º Grau Completo;Aux. de Manutenção;7;2598.63
569344;31;M;2º Grau Incompleto;Aux. de Manutenção;5;2411.13
570801;27;M;2º Grau Incompleto;Aux. de Manutenção;4;2214.21
574785;29;M;2º Grau Incompleto;Aux. de Manutenção;3;2244.62
568750;23;M;2º Grau Completo;Aux. de Manutenção;5;2214.21
557663;36;M;2º Grau Completo;Aux. de Manutenção;7;2402.57
559126;43;M;2º Grau Completo;Aux. de Manutenção;7;2411.13
568355;32;M;2º Grau Completo;Aux. de Manutenção;5;2214.21
568502;34;M;2º Grau Completo;Aux. de Manutenção;5;2185.12
569023;23;M;2º Grau Completo;Aux. de Manutenção;5;2209
571076;31;M;2º Grau Completo;Aux. de Manutenção;4;2306.47
573561;27;M;2º Grau Completo;Aux. de Manutenção;4;2214.21
570197;24;M;2º Grau Completo;Aux. de Manutenção;5;2702.56
572052;23;M;2º Grau Completo;Aux. de Manutenção;4;2244.62
577479;25;M;2º Grau Completo;Aux. de Manutenção;3;2214.21
579442;23;M;2º Grau Completo;Aux. de Manutenção;3;2214.21
578029;24;M;2º Grau Completo;Aux. de Manutenção;3;1773.79
574668;22;M;2º Grau Completo;Aux. de Manutenção;3;2125.65
586504;39;M;2º Grau Completo;Aux. de Manutenção;2;2244.62
590943;22;M;2º Grau Completo;Aux. de Manutenção;2;2214.21
805041;19;M;2º Grau Completo;Aux. de Manutenção;0;2214.21
804325;43;M;2º Grau Completo;Aux. de Manutenção;0;2214.21
514714;39;M;Superior Incompleto;Aux. de Manutenção;18;2368.57
564003;38;M;Superior Incompleto;Aux. de Manutenção;6;2402.57
556856;29;M;Superior Completo;Aux. de Manutenção;7;2185.12
563355;26;M;Superior Completo;Aux. de Manutenção;6;2125.65
593880;33;M;Superior Completo;Aux. de Manutenção;1;2306.47
596642;20;M;Superior Completo;Aux. de Manutenção;1;2125.65
599005;23;M;Técnico;Aux. de Manutenção;1;2306.47
803233;26;M;Técnico;Aux. de Manutenção;0;2214.21
801116;36;M;Técnico;Aux. de Manutenção;0;2214.21
586352;21;F;2º Grau Completo;Aux. de Operações;2;2122.6
594404;19;M;2º Grau Completo;Aux. de Operações;1;1886.97
508970;54;F;2º Grau Completo;Aux. de Operações;23;1886.97
524525;39;F;2º Grau Completo;Aux. de Operações;15;1886.97
541393;36;F;2º Grau Completo;Aux. de Operações;10;1955.24
554343;28;F;2º Grau Completo;Aux. de Operações;8;1817.09
555847;36;F;2º Grau Completo;Aux. de Operações;8;1886.97
556687;27;F;2º Grau Completo;Aux. de Operações;7;1886.97
566790;24;F;2º Grau Completo;Aux. de Operações;6;2177.12
571041;26;F;2º Grau Completo;Aux. de Operações;4;1886.97
572452;23;F;2º Grau Completo;Aux. de Operações;4;1886.97
570467;23;F;2º Grau Completo;Aux. de Operações;4;1886.97
585764;26;F;2º Grau Completo;Aux. de Operações;2;1886.97
574824;25;F;2º Grau Completo;Aux. de Operações;3;1886.97
575104;27;F;2º Grau Completo;Aux. de Operações;3;2122.6
579100;21;F;2º Grau Completo;Aux. de Operações;3;1886.97
574340;24;F;2º Grau Completo;Aux. de Operações;4;1886.97
577229;25;F;2º Grau Completo;Aux. de Operações;3;1886.97
594878;19;M;2º Grau Completo;Aux. de Operações;1;1817.09
580438;21;F;2º Grau Completo;Aux. de Operações;2;1886.97
583051;29;F;2º Grau Completo;Aux. de Operações;4;1886.97
586595;22;F;2º Grau Completo;Aux. de Operações;2;2122.6
582724;45;F;2º Grau Completo;Aux. de Operações;4;2122.6
582870;23;M;2º Grau Completo;Aux. de Operações;4;1886.97
582974;25;M;2º Grau Completo;Aux. de Operações;4;1886.97
586389;31;F;2º Grau Completo;Aux. de Operações;2;1886.97
581139;40;F;2º Grau Completo;Aux. de Operações;10;1886.97
582325;24;F;2º Grau Completo;Aux. de Operações;5;1886.97
580923;20;F;2º Grau Completo;Aux. de Operações;2;1886.97
584577;21;F;2º Grau Completo;Aux. de Operações;3;1886.97
583135;24;M;2º Grau Completo;Aux. de Operações;4;1886.97
597379;24;F;2º Grau Completo;Aux. de Operações;1;2122.6
596827;29;F;2º Grau Completo;Aux. de Operações;1;1817.09
590405;32;F;2º Grau Completo;Aux. de Operações;2;1886.97
590296;20;F;2º Grau Completo;Aux. de Operações;2;1886.97
595783;32;F;2º Grau Completo;Aux. de Operações;1;1886.97
592000;24;F;2º Grau Completo;Aux. de Operações;1;1886.97
589475;30;F;2º Grau Completo;Aux. de Operações;2;1886.97
593782;20;M;2º Grau Completo;Aux. de Operações;1;1773.79
590451;29;F;2º Grau Completo;Aux. de Operações;2;1886.97
588850;25;F;2º Grau Completo;Aux. de Operações;2;1886.97
588338;51;F;2º Grau Completo;Aux. de Operações;2;1817.09
593129;26;F;2º Grau Completo;Aux. de Operações;1;1886.97
588367;23;M;2º Grau Completo;Aux. de Operações;2;1773.79
592855;20;M;2º Grau Completo;Aux. de Operações;1;1886.97
588062;26;F;2º Grau Completo;Aux. de Operações;2;1886.97
598680;19;F;2º Grau Completo;Aux. de Operações;1;1886.97
598789;20;M;2º Grau Completo;Aux. de Operações;1;1773.79
806051;48;F;2º Grau Completo;Aux. de Operações;0;1773.79
806128;29;M;2º Grau Completo;Aux. de Operações;0;1773.79
519544;35;F;Superior Incompleto;Aux. de Operações;16;1886.97
562752;29;F;Superior Incompleto;Aux. de Operações;6;2122.6
572598;38;F;Superior Incompleto;Aux. de Operações;4;1773.79
596874;19;F;Superior Incompleto;Aux. de Operações;1;1773.79
538381;48;F;Superior Completo;Aux. de Operações;11;1886.97
525945;32;F;Superior Completo;Aux. de Operações;14;2177.12
554170;27;F;Superior Completo;Aux. de Operações;8;2177.12
582902;28;F;Superior Completo;Aux. de Operações;4;1886.97
582977;33;F;Superior Completo;Aux. de Operações;4;1886.97
596844;20;M;Superior Completo;Aux. de Operações;1;1886.97
584881;26;F;Superior Completo;Aux. de Operações;2;1886.97
592464;22;F;Superior Completo;Aux. de Operações;1;1886.97
800128;30;F;Superior Completo;Aux. de Operações;1;1886.97
521722;34;F;Pós-Graduação;Aux. de Operações;15;1886.97
570499;23;F;Pós-Graduação;Aux. de Operações;4;1886.97
805858;48;F;Não alfabetizado;Aux. de Produção;0;1773.79
578201;50;F;Não alfabetizado;Aux. de Produção;6;1781.61
578205;27;F;Não alfabetizado;Aux. de Produção;6;1781.61
578224;51;F;Não alfabetizado;Aux. de Produção;4;1781.61
578242;42;F;Não alfabetizado;Aux. de Produção;13;1939.53
578256;42;F;Não alfabetizado;Aux. de Produção;4;1781.61
578125;47;M;Não alfabetizado;Aux. de Produção;5;1781.61
552288;54;F;Não alfabetizado;Aux. de Produção;8;1773.79
551518;69;F;Não alfabetizado;Aux. de Produção;8;1773.79
552950;52;F;Não alfabetizado;Aux. de Produção;8;1773.79
553455;46;F;Não alfabetizado;Aux. de Produção;8;1872.35
554362;43;M;Não alfabetizado;Aux. de Produção;8;1872.35
551819;62;M;Não alfabetizado;Aux. de Produção;8;1872.35
538522;71;F;Não alfabetizado;Aux. de Produção;11;1872.35
539294;61;M;Não alfabetizado;Aux. de Produção;11;1773.79
541260;53;M;Não alfabetizado;Aux. de Produção;10;1872.35
543962;53;M;Não alfabetizado;Aux. de Produção;10;1773.79
544519;55;F;Não alfabetizado;Aux. de Produção;10;1872.35
547503;48;F;Não alfabetizado;Aux. de Produção;9;1872.35
547845;58;F;Não alfabetizado;Aux. de Produção;9;1773.79
548747;58;F;Não alfabetizado;Aux. de Produção;9;1773.79
533890;58;F;Não alfabetizado;Aux. de Produção;12;1773.79
533210;52;F;Não alfabetizado;Aux. de Produção;12;1872.35
538441;64;M;Não alfabetizado;Aux. de Produção;11;1773.79
540189;64;F;Não alfabetizado;Aux. de Produção;11;1872.35
524069;64;M;Não alfabetizado;Aux. de Produção;15;1872.35
523405;51;M;Não alfabetizado;Aux. de Produção;15;1872.35
522586;58;M;Não alfabetizado;Aux. de Produção;15;1872.35
528726;46;M;Não alfabetizado;Aux. de Produção;13;1872.35
578238;58;F;Não alfabetizado;Aux. de Produção;10;1848.69
543410;61;F;Não alfabetizado;Aux. de Produção;10;1773.79
576887;30;F;4ª Série Incompleta;Aux. de Produção;3;1773.79
576891;31;F;4ª Série Incompleta;Aux. de Produção;3;1773.79
581582;69;M;4ª Série Incompleta;Aux. de Produção;8;1773.79
582666;42;F;4ª Série Incompleta;Aux. de Produção;5;1773.79
583561;52;M;4ª Série Incompleta;Aux. de Produção;3;1773.79
569274;56;F;4ª Série Incompleta;Aux. de Produção;5;1773.79
573175;45;M;4ª Série Incompleta;Aux. de Produção;4;1773.79
567759;29;M;4ª Série Incompleta;Aux. de Produção;5;1773.79
566375;50;F;4ª Série Incompleta;Aux. de Produção;6;1773.79
566832;49;M;4ª Série Incompleta;Aux. de Produção;5;1773.79
568576;53;F;4ª Série Incompleta;Aux. de Produção;5;1773.79
568685;37;M;4ª Série Incompleta;Aux. de Produção;5;1773.79
556948;39;M;4ª Série Incompleta;Aux. de Produção;7;1773.79
556660;56;F;4ª Série Incompleta;Aux. de Produção;7;1773.79
562556;55;M;4ª Série Incompleta;Aux. de Produção;7;1773.79
562712;61;M;4ª Série Incompleta;Aux. de Produção;6;1773.79
552272;62;F;4ª Série Incompleta;Aux. de Produção;8;1872.35
541332;51;F;4ª Série Incompleta;Aux. de Produção;10;1872.35
546050;60;F;4ª Série Incompleta;Aux. de Produção;9;1773.79
547594;56;M;4ª Série Incompleta;Aux. de Produção;9;1773.79
547400;63;F;4ª Série Incompleta;Aux. de Produção;9;1773.79
547525;62;M;4ª Série Incompleta;Aux. de Produção;9;1773.79
533344;55;F;4ª Série Incompleta;Aux. de Produção;12;1773.79
523373;60;M;4ª Série Incompleta;Aux. de Produção;15;1872.35
529108;59;F;4ª Série Incompleta;Aux. de Produção;13;1773.79
518742;58;F;4ª Série Incompleta;Aux. de Produção;16;1773.79
595904;23;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
596112;26;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
596951;45;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
596186;34;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
596807;39;M;4ª Série Incompleta;Aux. de Produção;1;1773.79
596278;51;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
597446;27;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
597280;36;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
596246;51;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
595874;45;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
596484;49;M;4ª Série Incompleta;Aux. de Produção;1;1773.79
597291;36;M;4ª Série Incompleta;Aux. de Produção;1;1773.79
596010;27;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
597106;28;M;4ª Série Incompleta;Aux. de Produção;1;1773.79
597467;43;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
596983;35;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
580986;26;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
581864;52;M;4ª Série Incompleta;Aux. de Produção;7;1773.79
581150;49;M;4ª Série Incompleta;Aux. de Produção;10;1773.79
580216;51;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
581625;55;F;4ª Série Incompleta;Aux. de Produção;8;1773.79
584161;53;M;4ª Série Incompleta;Aux. de Produção;3;1773.79
581420;52;F;4ª Série Incompleta;Aux. de Produção;9;1773.79
581450;40;F;4ª Série Incompleta;Aux. de Produção;9;1773.79
579764;32;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
584664;38;M;4ª Série Incompleta;Aux. de Produção;3;1773.79
581692;54;F;4ª Série Incompleta;Aux. de Produção;8;1773.79
581738;54;M;4ª Série Incompleta;Aux. de Produção;8;1773.79
581663;60;F;4ª Série Incompleta;Aux. de Produção;8;1773.79
585868;55;M;4ª Série Incompleta;Aux. de Produção;2;1773.79
583191;46;F;4ª Série Incompleta;Aux. de Produção;4;1773.79
586588;23;M;4ª Série Incompleta;Aux. de Produção;2;1773.79
581950;43;F;4ª Série Incompleta;Aux. de Produção;7;1773.79
584160;49;M;4ª Série Incompleta;Aux. de Produção;3;1773.79
587090;46;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
582943;47;M;4ª Série Incompleta;Aux. de Produção;4;1773.79
581742;50;M;4ª Série Incompleta;Aux. de Produção;8;1773.79
584190;22;M;4ª Série Incompleta;Aux. de Produção;3;1773.79
586733;49;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
594876;29;M;4ª Série Incompleta;Aux. de Produção;1;1773.79
590500;64;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
576091;51;M;4ª Série Incompleta;Aux. de Produção;3;1773.79
575550;38;M;4ª Série Incompleta;Aux. de Produção;3;1773.79
516200;40;M;4ª Série Incompleta;Aux. de Produção;18;1773.79
518236;54;M;4ª Série Incompleta;Aux. de Produção;16;1872.35
521108;52;F;4ª Série Incompleta;Aux. de Produção;15;1773.79
520574;55;F;4ª Série Incompleta;Aux. de Produção;16;1773.79
520263;57;M;4ª Série Incompleta;Aux. de Produção;16;1773.79
520360;35;M;4ª Série Incompleta;Aux. de Produção;16;1773.79
520413;61;F;4ª Série Incompleta;Aux. de Produção;16;1872.35
506273;52;M;4ª Série Incompleta;Aux. de Produção;28;1782.11
506224;52;F;4ª Série Incompleta;Aux. de Produção;28;1782.11
597489;44;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
597488;38;M;4ª Série Incompleta;Aux. de Produção;1;1773.79
587721;46;M;4ª Série Incompleta;Aux. de Produção;2;1773.79
588728;41;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
595794;53;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
588452;54;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
587990;52;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
594601;38;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
591516;48;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
588797;23;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
594985;32;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
594017;41;M;4ª Série Incompleta;Aux. de Produção;1;1773.79
587899;37;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
593585;56;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
591958;27;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
595721;57;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
593600;32;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
595325;49;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
595334;23;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
588407;41;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
587523;51;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
594258;53;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
587432;25;M;4ª Série Incompleta;Aux. de Produção;2;1773.79
587747;22;F;4ª Série Incompleta;Aux. de Produção;2;1773.79
592011;28;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
588182;21;M;4ª Série Incompleta;Aux. de Produção;2;1773.79
594808;46;F;4ª Série Incompleta;Aux. de Produção;1;1773.79
538281;47;F;4ª Série Incompleta;Aux. de Produção;11;1872.35
538499;37;F;4ª Série Incompleta;Aux. de Produção;11;1872.35
539096;42;M;4ª Série Incompleta;Aux. de Produção;11;1773.79
537994;56;F;4ª Série Incompleta;Aux. de Produção;11;1872.35
538215;66;M;4ª Série Incompleta;Aux. de Produção;11;1872.35
537790;63;M;4ª Série Incompleta;Aux. de Produção;11;1872.35
537921;57;M;4ª Série Incompleta;Aux. de Produção;11;1773.79
539650;44;M;4ª Série Incompleta;Aux. de Produção;11;1773.79
539763;63;F;4ª Série Incompleta;Aux. de Produção;11;1773.79
540023;53;F;4ª Série Incompleta;Aux. de Produção;11;1872.35
539479;70;F;4ª Série Incompleta;Aux. de Produção;11;1872.35
540120;57;F;4ª Série Incompleta;Aux. de Produção;11;1773.79
539531;52;F;4ª Série Incompleta;Aux. de Produção;11;1872.35
538977;55;F;4ª Série Incompleta;Aux. de Produção;11;1872.35
521351;51;F;4ª Série Incompleta;Aux. de Produção;15;1773.79
521370;53;F;4ª Série Incompleta;Aux. de Produção;15;1872.35
523031;61;F;4ª Série Incompleta;Aux. de Produção;15;1872.35
522898;55;F;4ª Série Incompleta;Aux. de Produção;15;1773.79
522743;54;F;4ª Série Incompleta;Aux. de Produção;15;1773.79
523222;66;M;4ª Série Incompleta;Aux. de Produção;15;1773.79
522450;45;F;4ª Série Incompleta;Aux. de Produção;15;1872.35
523213;66;F;4ª Série Incompleta;Aux. de Produção;15;1773.79
524779;49;F;4ª Série Incompleta;Aux. de Produção;15;1872.35
524124;59;M;4ª Série Incompleta;Aux. de Produção;15;1872.35
523690;56;F;4ª Série Incompleta;Aux. de Produção;15;1773.79
524531;52;F;4ª Série Incompleta;Aux. de Produção;15;1872.35
523988;58;F;4ª Série Incompleta;Aux. de Produção;15;1872.35
523732;54;F;4ª Série Incompleta;Aux. de Produção;15;1872.35
523011;51;F;4ª Série Incompleta;Aux. de Produção;15;1773.79
522575;61;M;4ª Série Incompleta;Aux. de Produção;15;1872.35
525332;57;F;4ª Série Incompleta;Aux. de Produção;14;1872.35
523955;53;F;4ª Série Incompleta;Aux. de Produção;15;1773.79
524711;54;F;4ª Série Incompleta;Aux. de Produção;15;1872.35
526046;62;F;4ª Série Incompleta;Aux. de Produção;14;1773.79
527357;58;M;4ª Série Incompleta;Aux. de Produção;14;1773.79
526542;62;M;4ª Série Incompleta;Aux. de Produção;14;1872.35
526781;66;F;4ª Série Incompleta;Aux. de Produção;14;1872.35
529194;56;F;4ª Série Incompleta;Aux. de Produção;13;1872.35
529532;57;M;4ª Série Incompleta;Aux. de Produção;13;1872.35
530263;49;F;4ª Série Incompleta;Aux. de Produção;13;1773.79
530866;51;M;4ª Série Incompleta;Aux. de Produção;13;1773.79
544868;46;M;4ª Série Incompleta;Aux. de Produção;10;1872.35
544467;40;M;4ª Série Incompleta;Aux. de Produção;10;1872.35
545802;58;M;4ª Série Incompleta;Aux. de Produção;10;1773.79
546025;54;F;4ª Série Incompleta;Aux. de Produção;9;1773.79
546272;56;F;4ª Série Incompleta;Aux. de Produção;9;1872.35
545555;65;M;4ª Série Incompleta;Aux. de Produção;10;1773.79
546494;52;M;4ª Série Incompleta;Aux. de Produção;9;1773.79
545631;43;M;4ª Série Incompleta;Aux. de Produção;10;1773.79
545706;56;M;4ª Série Incompleta;Aux. de Produção;10;1872.35
548483;46;F;4ª Série Incompleta;Aux. de Produção;9;1773.79
548410;59;F;4ª Série Incompleta;Aux. de Produção;9;1773.79
549750;59;F;4ª Série Incompleta;Aux. de Produção;9;1872.35
530826;47;M;4ª Série Incompleta;Aux. de Produção;13;1773.79
532817;42;M;4ª Série Incompleta;Aux. de Produção;12;1773.79
531923;51;F;4ª Série Incompleta;Aux. de Produção;12;1773.79
531295;57;M;4ª Série Incompleta;Aux. de Produção;13;1872.35
531425;62;M;4ª Série Incompleta;Aux. de Produção;13;1773.79
532797;51;F;4ª Série Incompleta;Aux. de Produção;12;1773.79
533322;53;M;4ª Série Incompleta;Aux. de Produção;12;1773.79
535083;59;M;4ª Série Incompleta;Aux. de Produção;12;1773.79
534610;47;F;4ª Série Incompleta;Aux. de Produção;12;1773.79
534483;60;F;4ª Série Incompleta;Aux. de Produção;12;1773.79
535812;50;M;4ª Série Incompleta;Aux. de Produção;12;1773.79
537544;51;F;4ª Série Incompleta;Aux. de Produção;11;1872.35
535951;43;M;4ª Série Incompleta;Aux. de Produção;12;1872.35
535441;48;M;4ª Série Incompleta;Aux. de Produção;12;1773.79
552518;40;F;4ª Série Incompleta;Aux. de Produção;8;1773.79
552224;60;F;4ª Série Incompleta;Aux. de Produção;8;1872.35
